Lang	Latitude	Longitude	NINE	ONE	SEVEN	SIX	TEN	THREE	TWO	EIGHT	FIVE	FOUR
138090	-23,1171171171169	22,2522522522532	ɜ ʑ lˠ    	ʌ a̤ː m dʑ    ʌ ŭ s r    	n̩ ɜ cː    	ʌ f dʑ a̤ː z    	ʑ uɔ z n̩ u dʑ    	cː ʑ ĩː dʑ    k tʲ eː d̪    	dʑ ʑ u u    	lˠ uɔ dʑ    	ʑ uɔ n̩ cː    	ʑ uɔ n̩ cː    
126122	-21,3153153153151	22,2522522522532	ʋ o̱ m̊    ɑː r r    	ɯ̱ ə̆ ɔ b    o tsʰ õ tsʲ    	œ ʒ cː    	m̊ o tɬ e ɡ    lʲ ʊ n ə˞ ɣ    	m z̩ ā f uˀ ɸ    ɯ̱ ð ɔˑ f uː b    tsʰ m u tsʰ u j    	ʋ o cː ɹ    ʔ tɬʰ ə n̥    ts ts ɵ ɕʲ    	ʋ r u u    b ɲ̥ uː uː    	w o r    	b aː ð    ʑ β a cː    	ʑ β a cː    hʷ o ɓ mʲ    tʲ ɯ ʜ ñ    
72579	-17,2612612612611	24,5045045045054	ɽ ɯ̃ k    	ɔ a̠ ʁ r    ɔu e ʄ ʄ    	ʮ œ v    	o mʱ bʱ a̤ː m    	ṽ ɔˑ ʈʂ uɔ ɖʰ r    	d̪ʰ d̪ʰ a̤ r    v a t̪ r    	ɬː r u̘ u̘    	ɔ̃ rʲ r    	r æ t    	lʲ d̥ a cː    
65149	-22,216216216216	31,7117117117126	ɨ˞ l̥ r    ʈʂ uɔ mʲ    	ĩ d o̞ː kː    ʂ āː aʊ ȶ    ɳ ɑː ə ɸ    	ĩ x ʐ    	z ĩ o̞ː ⁿts m    	l̥ ĩ ɢ ʋ oˑ tɬ    	k iɪ k tɬ    	ʝ ɛ̠ s ɛ̠    	r oˑ tɬ    	sː ɨˑ m    	ʋ k ĩ k    
128189	-13,6576576576575	27,2072072072081	b̥ øː ȶ    	o õ sː z̩    ʊ kʰ iə nˀ    o œː s pʲ    	p i nˀ    ũː f ʃʰ    	sː i s    u r̃ w̃ ɨˑ ʃ    	s a m u f nː    n̪ ɛ sˤ f e̞ d̪    	nˀ ɛi t̪ nː    k k ũː ʔ    	nː s u u    nˀ ũː ɲ̥ u    	w ui r    	z̩ i lː    	f t̪ a g    
116461	-30,3243243243241	20,9009009009018	ɐ̃ vʲ rʲ    	ɑˑ o vʲ r    ʕ a ɑ r    s e e r    o ɣ ɑ tʷ    o dʒʱ ɔ̃ dʷ    	ɐ̃ tʰ c    	rʲ o tsʼ ɑˑ nʲ    fː o n ɔ̃ bʰ    ē l ă tˀ pʰ    	ʕ a m çʰ u r    cː a pʰ f ə ŋ    	ȵ ȵ œ r    ɕ l̩ o v̥    	vʲ çʰ a ə̆    rʲ a r a    	a rʲ r    	r ø ʕ    	tʰ a c c    b qχː a cː    ʈ j ai ð    ȶ lː a cː    mˠ a f kʲ    
141997	4,36036036036053	25,4054054054063	i tsʼ aˑ    iː w̃ ʐ    	eː bʲ    xʷ ʉ o̞ː r    	ɣ ʉː    f ɯ ɖ    oːu ʈʂ ʕ    f ai k    	oi w ts ɾ    w ə tˀ ɛ̃ m    	ʐ i aˑ    	ʐ r uɔ    	s r u u    	aˑ ˀm e    a ɱ qχ    ɔˑ n d̪    	m̥ uɔ t t    r i tɬʼ    	m̥ uɔ t t    
141996	-11,8558558558557	21,3513513513523	ai s g    	ɔu e ʄ d̪    o dː ʊ r    	i f f    	ʒ ɨ n əː χ    	ãː l ŋ f u g    	o ʒ t tsʲ    k j ø t͈    	rʷ p ɔ̃ː ɔ̃ː    	w ãː g    	r oːu m    	ʈ k ɤ k    lʲ d̥ ei cː    
124178	-7,80180180180163	35,7657657657667	ə ʀ xː    	ʏ ũ tsʰ lˠ    	ɨ ŋː f    	ə lˠ n u dʒ    kˀ lˠ āː ə̆ m    	ɐu tsʰ lː dʒ ɐ h    s i h f u ʃʰ    	f āː v ɹ    	l̪ˠ ʂ ɔ̃ ɔ̃    u t̪ s u    	ɐu qχ h    lˠ ɔˑ ʃʰ    eu d̪ ɳ    	āː h dʒ    ⁿd m f ë ia d̪    	tsʰ d ɐu k    z k ɛu k    
109030	-7,35135135135118	15,4954954954964	c ĩ t    	i au lʲ pʲ    ɯ ɔ s d̪    	ɐi f n    	t q i au ˀd    rʲ ɐː kʷ œ m    	t aːi ɯ    	c cː ĩ pʲ    cː ũ n̪ d    	aː ɸ s aː    	a t pʲ    ʉ w ŋ̩    ai tsʲ ŋ̩    	ŋ̩ ɐu sʰ    aːu ŋ̩ ʡ    	c bʰ ɛ̃ cː    
132144	-0,144144144143975	41,1711711711721	i ɣ w    	gʷ eu õ tʼ    	i ɭ ʈʰ    	eˀ ð ɣ sː    	ɣ â sʰ ɭ ɐː tsʼ    	dʑ t̪ː ɯ    	ɣ t ʏ    ɣ eu b̥ ʏ    ɗ ɨ̃ gʰ ɨ̃    	w â tsʼ    	b̥ a p    	ɖ w̃ o k    
141995	-16,8108108108106	37,1171171171181	ẽ̞ ˀp jˀ    aɪ ɥ ɹ    	o mʲ ə ɭ    s ɛo ɒː tʰ    e g̊    	ʒ ẽ̞ ˀj    z a θ    	ẽ n̪ ə ɕʰ s    w u ɒ ʁ q    eː ɯ n w̃ dz    	ˀp a m ʒ oˑ ʈː    ɒ w ɔ    	ɟ ɛ̃ k ʈː    	ˀp ʈː oˑ oˑ    ˀp ɻ ɤː u    	ȶ a j    	r i l̥    rː iɛ m    ɔɪ w̃ cçʲ    	s f ɯ cː    z ɛu k k    dʲː a ʒ cː    
136094	-1,94594594594578	30,8108108108117	ɡ ãi kʼ    i s f    s ɑː pʰ    i s m    	ɖ e̱ ʌ̃ ʝ    cç ɛˑ əi r    	ãi ɡ tː    ã g dʰ    	o kʼ ʐʷ ə̥ m    u s ʈ əː ɮ    	æː m f ʀ ɛu r    l ɔˑ f m u tɕʰ    	ɡ tː o ð    w j o ŋ    	ɡ œ ts ɒ    s e̞ r e̞    	kʼ i ts    	i r m    r i dʒ    r æː ʡ    u s ʈ əː ɮ    i ŋ ʡ    	f oi h b    tː ŭ p pʼ    tʷ x æ̃ ɕʲ    
86647	-5,54954954954938	12,3423423423432	eː h ɵ    d̪ iː f    i t ɖ    i r̃ w    	eː bʲ    au o pʲ r    	ŭ ʔ cː    f e ɗ    f ə̃ ʃʰ    	ʒ r̃ o e m    a̤ː mˀ ɑ tˀ ŋː    	s əu m ʔ ɤ kʷ    iː cː æː    ɸ e̠ ʔ ʀ ə˞ qχ    m̊ ɑ̱ ɔ    m̊ ɑ̱ ɔ    	k k æ f    x o t̪ r    s cː u pʲ    	e p͈ s e    ɸ ɲː ə˞ ə˞    b̥ ʌː s u    f t oː    v t̪ aːi    ɕ z̩ i i    	əu ʒ kʷ    	ĩ p͈ m    	ʔ əu s cː    tsʲ ɟ yː ãː    f t ɛ ʃʰ    cç œ f ʈʂʰ    
128184	1,65765765765783	36,6666666666676	f ɑ̆ w    	ɔɪ g̊    	ʌ l̪ˠ    	au ʃː k sː    ʁ nʲ e u bˠ    	ɗ tɬ ŏ a̤ f mʲ    aːi w ã    ɡ ɑː aˑ    s bʷ ɐ̆ χ ɔ dː    	ʐ r ɪ    	ŋ ɗ â uɔ    s ɗ ẽ ẽ    	au fː a̠    	aˑ s t̪    o̞ tʰ ʡ    i ʔ j    aˑ s t̪    a̠ ṽ dz    	s yː r ẽ    k ui ʁ eˀ    
134117	3,90990990991008	31,7117117117126	i lː nʲ    ɵ ʝ ȶ    eː h ɵ    s ɑː pʲ    	eː w̃    	ɑu v gʱ    aˑ f ɢ    	w ũ o̞ː n ʈ    	mʲ á ɐː m r tɕ    a dʰ r r ẽ mʲ    h̥ a u sː m tsʲ    s m dʲ ʌː ĕ ʝ    aːi t ä    	t jː aː    i wː n̪ ʝ    r ɟ eu    u gː j r    	u b̥ s aː    u s t̪ u    	tː oi a    aˑ ɾʲ ĭ    	b i ɕʲ    	sː ⁿg a cː    ɐ ʄ ɲ ŋ    
141994	4,81081081081098	20,4504504504514	y̤ sʰ t    	s ɒː ɛo tʰ    	ɐ f ɖ    	w ø āː n l̪ˠ    	t ī aʊ    	lˀ lˀ ī w̃    	χː u s u    	aʊ θ əu    a cç r    ɔˑ w ɡ    	ɗ e˞ m    	uɔ ç f b    
103501	-14,1081081081079	40,7207207207217	i dʲː z    i s lː    	ɛ˞ aːu s ɭ    o ɑ̃ ʃ ⁿd    	ɨ ŋː f    	o z ä n m    w eˀ ɔ̃ tʼ tʲ    	s e̱ mʲ v ẽ̞ qˀ    dʲː aː̈ ʒ p ɯː ɕʰ    n̪ ɛ sˤ nˀ u d̪    	ɛː l dʲː t    gʱ ɖʐ ø tː    	t dʲː u u    	z a t    	r oi nʲ    m i̠ ɓ tʰ    	f mʷ ɔˑ ˀd    
141993	-22,6666666666665	30,3603603603613	ɐː ʈʂ mʲ    i dz w    tː ũ w    	s ə o b    	ɐː pʷ ɢ    é pʰ ɢ    	ɤ ŋː ɔː n j    	ʈʂ ð ɨ ɑ̃ pʷ ɹ    	ɢ ɑˑ ɢ ɹ    	ʈʂ ɨ qʰ i    ˀm j ɔː d̪    	e mʲ ɹ    	ɭ ɐː nˀ    	pʷ ɨ ɢ ɢ    
76798	-24,9189189189187	24,5045045045054	ŏ s w    	ɛʊ ȵ yː lʷ    o ʈʂ ə ʔ    	f e˞ ŋ    	e w e n b    	s m i̤ æ̃ ʜ ʰt    	t̪ e cː r    	ɗ ŋ̩ ẽ ẽ    	w ɔɪ r    	u cçʰ ʜ    r ɑ ŋʷ    	v f ɛ ʃʰ    
75354	0,756756756756926	13,6936936936946	a s tʰ    	o ɸ aˀ nː    mʲ ē e pʲ    tɬʼ ɛ    æ̃ tsʲ ə̃ t    ɯ u̘ s mː    	tɕʰ i̘ fː    ʉː ɧ    	ˀb ə˞ o ɢ ṽ    ə w ɺ ẽ m    ɲː ɤ ɔː n j    t au lʲ ä m    	ɸ au dʲ d̪ ɐ̃ː nː    ts t h ɑ̃ e̞ r    sʲ θ ɨ ə̥ f r    	d̪ ɸ aˑ pʲ    t̪ cʰ o r    	aː ɸ s aː    ia s sʰ ɔː    r s ɔˑ ɔˑ    tsʰ ʌː s u    f t oː    	w a ʎ    ɕʲ a qχ    ɕʲ a qχ    	ʁʷ ɨː ʡ    m ə̃ oː t    a̱ r ɬ    r iː r    	ɸ au dʲ d̪    f c ʉ ʃ    ð ʁ i z    s a̱ f ʈ    dː j ʌː k    dʑ n ɑ v    
101698	-19,0630630630629	28,5585585585595	e s n̪ː    	i l̩ ʈʂʰ    mʱ o o̞ː hʷ    	f i ʕ    	ɹ ē ɪ z tsʰ    	ts tsʰ ɨˤ k ɨ̃ lˀ    s ä v ˀd iu v    	cː ʋ y r    	ts ɨ̃ ɗ ɨ̃    	ɹ ũ lˀ    	r i tsʰ    	s ʌ s ɣ    
141992	-9,60360360360343	26,7567567567577	uː s rʲ    ɑː v̩ pʲ    ei ɲ ɳ    	aːi s ʊɪ nː    s ð ɔ̃ ɸ    β o ɐ̃ː xʲ    	ŋˀ i cː    iə rʲ k    	ɟ e ɛ n pˀ    	s dʲ ɨ m̥ ɛ˞ ðʲ    	t̪ cː ɔ̃ ȶ    j gʱ ɑ tː    	pf x oː    	ɔ̃ t ʋ    t a̹ bʰ    ɔ̃ w ɣʲ    	r i m    f ɑu m    i ð dʑ    	dʱ f ɛˀ ʐ    b ɑ˞ v̩ cː    
118384	3,45945945945963	20,9009009009018	s ɐu m    	eː ʀ    	iː tɕʰ k    f i k    	w ɛ˞ nˀ ɛ̱ ð    	r̥ ɑ̆ əu    r m a̠ p ɛ̤ tɕ    	ʃʲ j ɛ˞ ɗ    tsʼ r uɔ    kʰʲ kʰʲ ɜ b    t̪ cʰ o r    k k o tʰ    	s aːu ɗ aːu    s ɔ˞ l ɔ˞    	aː w ɗ    	pf iɪ s̪    d̪ʰ ɒː ʀ    	cç ʊ f ʈʂʰ    yː ⁿts ʑ a    dʑ j ɑu k    f v ă mː    yː ⁿts ʑ ă    o q eˑ ç tsʰ    
110791	-11,8558558558557	25,4054054054063	ʈ ũː χ    	ⁿtsʼ aɯ a mʲ    	ɛ ɕː cː    	w u ɯ ɹ t̪    	rʲ s a ɒː f vː    rʲ s a ɒː f vː    	t̪ ʈ yː r    	ʈ r u u    ⁿtsʼ a g a    	qχ õ ʋ    	ɯ t ħ    	t̪ f ũː kʷ    ɹ ʁʷ əu cː    
141991	-8,70270270270253	38,4684684684694	s u t    s i w    ĩ m w    n̩ eː ɵ    	ʈ i u n̩    ʊ̃ ũ s n    o ɕː ɑˑ ɟ    	cçʷ u ʃʲ    	t u n i m    w u ŋ a˞ m    	a cçʷ s m aː n̩    s m a ɔ̃ː f ɟ    ɕʰ æ̃ tʰ dʱ ă ɗ    	ʐ n̩ u cçʷ    tɕ tɕ u    	n̩ a̤ s a̤    	ai w n̩    a ɕʲ ⁿg    	d u m    ɪ l m    ãː ɟ ɟ    ɟ ɯ pʰ    	cçʷ ɪʊ j ʃʲ    ɹ s øː n̩    s ĩ ɓ l̥ː    x tʷ æ̃ ɕʲ    
138083	3,45945945945963	13,2432432432441	j aːi ʌ    	øː g̊    ø h oː rː    ʑ ɛ    	ɕʲ i k    f i k    vʲ u k    	mˠ p ia pʰ    tɕʰ o w ŭ ɹ    oi w θ ɾ    	ɑˑ β ɪ    t əɯ ã    l əu m m̥ ɑi r    s e˞ m ẽ ʈː c    qʷ e̠ bˠ f u g    	r β ɘ    x o t̪ r    	pʰ β oː    	ʒ ɪ o    ø ŋ ɨ    	jː o jˀ    i s lˠ    d̪ʰ aˑ m    ɒː d̪ʰ ts    	a̤ː pfʰ r o    ɯi pfʰ ɓ    cç ɑ s cː    f v ă mː    f r yː a    tsʲ ɟ yː ãː    ɒː d̪ʰ ts    
80878	0,756756756756926	38,9189189189199	ə̃ː ɸ w    	ɸ ɒː yː d̪    	i f cː    ɯ ɬʼ k    ɐu k    w ɛ k    	n w uˑ ɑ̠ w    o ɯ̃ ʀ n n    ħ qχ æː o ɖ    	ɸ ə f mʲ u d̪    s ʌ ˀm m œː s    	v s̪ ɔ̃ d̪    	ɸ ɟ u u    u b̥ ɸ u    t v oː    t v oː    	ɛ̃ː w ʃʰ    nʲ o̞ ⁿs    	ɕ ɯ ˀd    ø b̥ m    	ħ ɛ̃ː ɭ ɗ    
141990	-5,09909909909893	21,3513513513523	i s w    	ə e ʐ pʲ    	æ f ʃ    s ẽ bʲ    	n ɣ aˑ o m    	nː aːi ɔ    	t̪ o c r    o ʃ ʃ ʑ    p͈ ø gʱ d̪    	rʷ ɑ lʲ ɑ    ɗ sː iː iː    	ɔˑ ɣ r    	r uɔ m    	ʉ kʰʲ rː kʰʲ    
140150	-1,04504504504488	39,8198198198208	i ŋː ʋ    	o ŋː au dz    	ȵ i s    	q w o̞ː ɑ̠ m̥    	ʌ̃ ŋː ȵ m̥ u dz    	s ŋː ɛ̠ dz    v s̪ au d̪    	ŋː u d̪ u    	ʋ ʌ̃ ⁿg    	d̪ i ʎ    	ȵ ʌ̃ ŋː s    tʷ x œ t̪    
140149	-28,0720720720719	15,9459459459469	ʊ̃ tː w    	b̥ e o lː    	ɖ uɔ ç    ʏ ñ ɖʐ    	w pʰ iɪ ɛ̱ m    	s i m n̥ u d̪    	ɕ ʃʰ o ʃː    	ʑ ɲ i i    t u dʲː u    	w á ʃː    	i r m    aː nʱ ⁿg    r i l̥    	k͈ ʃʰ á ɕ    k β ɔ cː    
75351	-12,7567567567566	32,6126126126135	s ɤ h    	tsʰ ɯː â s    	k a w    	w ɯː ɛ n̪ː ɟ    	lː nː a l̪ˠ ɒː s    	ĩː cː lː r    ə j s rː    kʰʲ kʰʲ ɜ ɣ    	χ a n a    s w ɛɪ ĩː    	a z r    	i n̪ː nː    ʈ ɔɪ cçʲ    jː o lˠ    	ɹ ɒ f cː    
141989	-13,207207207207	36,2162162162171	s a w    	ɛ̃ u ˀp ʈː    o ˀp ɛ̃ ʃʰ    w õ tsʰ pʰ    ʉ ɾˠ e̠ n    e g̊    	ʒ ẽ̞ ˀj    ʈʂʰ i χ    	ẽ n̪ ə ɕʰ p    w u ɒ ʁ q    əː ɾ t̪ aːi l    	ˀp a m ʒ oˑ ʈː    ⁿd ä c ʒ iu ʒ    	aːu k͈ ɬ ɤ̱    	ˀp ʈː oˑ oˑ    ˀp ɻ ɤː u    	jˀ ɘ ʈː    a ȶ j    	i r ʐ    r i l̥    ɔ̱ m tɬ    ʈ ɔɪ s    	ɟ ɛ̃ k ʈː    s f ɯ cː    
141988	-4,19819819819803	24,9549549549559	s ä ʎ    r̃ i ʔ    ʏ pˀ ɑ̠    i r̃ w    ə ʀ kʼ    	ʐ e̱    o ɑˑ ŋ̩ k͈    a ɓ    tː ɛ    o s æ dʷ    o s ɔˑ h    	ˀw ʉː    ɨi n̩ cː    	ȵ ɒ ə ɸ tɬʰ    	t̪ ɬ ũ m a pʲ    	cː o˞ dʒ bʰ    cː ĩː ʑ r    	ɳ d á    	ɳ æː ɗ    	ə n̩ m    	dʑ ɑu j k    sː ⁿg a g̊    cç ʊ f ʈʂʰ    f ɐ t̪ dʒʲ    ʀ a̱ ʀ cː    
141987	2,55855855855873	35,3153153153162	ʃ i ˀj    	o̞ː n̪    	i tç ʈʰ    	w eu z ã ˀj    	ɛ̱ ʃ ˀj v ɤ ɽ    	ã ts mʷ ɽ    	ɗ ɨ̃ gʰ ɨ̃    	w ɛ̱ ɣ    	i ɣ ˀj    	aːi ˀt ɣ ɛ˞    
141986	-19,9639639639638	28,5585585585595	õ̞ s w    ə̆ d d    aːu s w    	ɑˑ oː ɥ n    i s aː r    ɯ u̘ s mː    n̩ u ɪʊ d    	i f ʁʷ    f ui r    āː f r    	t o i n m    	i̱ s χ m ʉ rʷ    	t̪ ø̠ cː b    j i k t͈    ɑ̃ ɡ ɕʲ ɗ    kʰʲ kʰʲ ɛ̠ ɣ    	ɥ ʃʼ u u    b̥ s e̠ e̠    n̩ ʁ iː iː    	w ɛ̱ dʲ    	h ai ŋ    o ʋ lˠ    	f k ɔˑ ʁʷ    x u f cː    
134108	-13,207207207207	34,8648648648658	s uː ts    i ðʲ χ    	ɻ o ɨ ɾ    iː dʱ e q    	i ɾ b    ʒ ø ɖ    	kʼ ɔ: o tɬʼ ʔ    ʏ w ɨ̃ t̪ʰ m    ɔ ɯ w̃ n ŋ̩    ˀŋ ɛ˞ au wʲ ɸ    	s ɥ ɛʊ n ɔu ɗː    	gʱ ə ʟ d̪    cː ɯi t̪ r    	ə r mʲ ə    	b ɛʊ ɗː    	m ɔ̱ ŋ    	j ɾ ɛʊ b    ɑ̱ tʷ x ɕʲ    ʂ nʲ ã ˀŋ    z ɛu k k    
138080	-1,04504504504488	11,4414414414423	dʑ aɔ kː    	ɲ ə o tʰ    	iə rʲ k    	uɔ kː b au m̩    	ṽ ɔ̃ m uɔ ɖʰ r    	t̪ cʰ o r    	uɔ ṽ z uɔ    	kː iː tʰ    	ɨ x ʁʷ    	g̊ ɑ r k    f ɔi t̪ dʒʲ    dʲ v a cː    
140147	-12,3063063063061	40,2702702702712	ẽ̞ ˀp jˀ    	o mʲ ə ɭ    e g̊    	ʒ ẽ̞ ˀj    	ẽ n̪ ə ɕʰ s    w u ɒ ʁ q    	ˀp a m ʒ oˑ ʈː    	ɟ ɛ̃ k ʈː    	ˀp ʈː oˑ oˑ    ˀp ɻ ɤː u    	ȶ a j    	r i l̥    rː iɛ m    	s f ɯ cː    z ɛu k k    
128178	-15,9099099099097	11,8918918918928	ɐ̃ vʲ rʲ    oi ʈ t    	ʕ a a̤ː r    	ʒ ɑː tsʰ    	rʲ o n ɑˑ nʲ    	ʕ a m ʈ u r    	ɗ œ ɗ r    	ʈ vʲ a ʌː    	rʲ a r    	r ỹ ʕ    	tʰ a c c    b qχː a cː    j ai ʈ ð    ⁿts f ɑ ⁿts    
5664	-5,54954954954938	16,8468468468478	i̟ pː ⁿd    iː d̪ f    	cçʰ o ə l    ɑ̃ ɸ ṳ c    	d ĩ m    f i̠ d    	j x eˀ ɔ̃ cçʰ    lʲ ì e dʑ m    e tː o n m    	z ɑ m ɐi d r    	ɬ ɑ̃ ⁿqʰ r    	r ă z e    u s t u    	v ɑ r    dː ɑ ʈʂ    w e r̃    	i r ʡ    r i l̥    sʰ i m    	lː ɐ̃ ŋ̩ lː    ð ʁ ø cː    f qʼ ă n    ʒ ẽ kp ⁿg    
83605	-16,3603603603602	20,9009009009018	aː s z    	ɾ uɔ ɛ˞ ʃʰ    	b ɔ̃ː ɺ    	ɛ̤ z e̠ n ç    	a s ç b æ̃ dː    	cː iː s dː    	dː s æ̃ æ̃    	a z dː    	r e m    	f uː j kˀ    
85127	-4,19819819819803	12,7927927927937	i t͈ ʎ    	x au    	tsʰ i k    tɕʰ i̘ fː    tɕʰ i̘ fː    	a̹ n e kʼ bʷ    tʰ ɤ eˑ x ɗ    	ɔˑ qχ s̪ ts u ɥ    	k ɛ̠ j l    	t͈ l ɔ̃ː ɔ̃ː    s ħ a̹ a̹    	ai w r    	i l m    kʰ ɒː kʰ    r aːu ʡ    u n̪ m    u n̪ m    	β a̱ f cː    o̞ ȵ ɾ ɹ    f qʼ ă χ    ɕ mʷ ũ k    
140146	-21,3153153153151	28,5585585585595	ø ɯ̱ w    ɑː r r    	ɯ̱ ə̆ ɔ b    	dʑ ɛ̃ ɖʐ    e ʈʂʰ χ    	m̊ o tɬ e ɡ    	ɯ̱ ð ɔˑ f uː b    	ʋ o cː ɹ    ʔ ˀŋ ə n̥    o cː ɓ r    	b ɲ̥ uː uː    	w o r    	b aː ð    i r j    	oːu ʒ ɸ cː    ʑ β a cː    
138079	-22,216216216216	18,1981981981991	i ɾ ŋ̩    	o a̤ː tsʰ r    	f ŭ ɬʲ    	o w n ɤ ðʲ    	r m o f ɑ̃ tɕ    	cː ĩː ʈ r    		bʱ ɐi r    	r ĩ̟ d    	ʈ n̩ ɐi cː    
136085	-14,1081081081079	38,4684684684694	o ʀ z    õ s pʲ    	ao cçʲ aʊ r    	o β cː    	ao bʱ aʊ r m    	ʀ m i β ɑː r    ɒ w ɔ    ẽː ɮ cçʲ ʎ u ˀl    	õ ʀ cː r    	r ʀ u u    t oˑ lʲ oˑ    s w̃ a a    v n i    dz ɨː m ĩ    eˑ r k ɔ    	i z r    w ẽː r    	r i m    	β ʀ i cː    β ʑ õ x    dʲː a ʒ cː    
141985	-9,15315315315298	38,9189189189199	s ɛ ʃ    ĩ tsʰ w    aɪ ɥ ɹ    	s ɛ̃ í ʝ    tʲ iɪ ɒ l    ĩ q ɛ̃ ʃʰ    ⁿg ɛi    	u dʲ k    ðː ə lː    	n̩ o sʰ ɛ̃ d̥    	s ɣ a ɔ̃ː f r    	ɓ o cː r    m̩ m̩ u    ʌː cː l dː    ʈ ɑ kʷ k͈    	b̥ u s u    u t̪ s u    	ʌː n̩ ʝ    o w r    ə lʷ tˀ    	j ɔ̱ qʷ    	dʲ o̞ wː k    
91309	-12,7567567567566	28,5585585585595	õ̞ s w    ə̆ d d    aːu s w    	ɑˑ oː ɥ n    i s aː r    ɯ u̘ s mː    n̩ u ɪʊ d    s i aː r    e̱ tʰ e tˀ    	i f ʁʷ    f ui r    	t o i n m    	i̱ s χ m ʉ rʷ    	t̪ ø̠ cː b    j i k t͈    ɑ̃ ɡ ɕʲ ɗ    kʰʲ kʰʲ ɛ̠ ɣ    	ɥ ʃʼ u u    b̥ s e̠ e̠    n̩ ʁ iː iː    	w ɛ̱ dʲ    	h ai ŋ    	f k ɔˑ ʁʷ    x u f cː    
128175	4,36036036036053	29,0090090090099	ɭ ɑ̆ ʋ    	ɐ o tsʲ c    ɭ ʉ ɐ r    	ŋ̩ eɪ qχ    ɬ o cː    		ɭ iɛ dʑ ɔ̃ː ɺ ð    ɗ ɺ ɑ̃ m uˀ pʲ    	ð ts uɔ    	ts ð ə    l̪ ʀ ă ă    æ h ʈ ɔ̃ː    	ɔ ɱ ɘ    		ɣ f o b    
140145	1,65765765765783	14,5945945945955	i tsʰ w    	ɔ̃ː e ɭ r    i̟ tʼ ṳ sʲ    i̟ bˠ æ̃ r    	ʉː ɧ    	iˑ w ɟ au ɟ    	ʂ ɑ̱ ɟ ɟ a z    	f ɳ ʏ a    	v h oː    	i d ɔ    	ʑ ɛ n̩ cː    	ʂ ɟ ɑ̱ kʲ    g̊ r uː kʲ    f ʉ c ʃ    
132137	-19,0630630630629	19,5495495495505	i ɾ ŋ̩    	a̤ː o tsʰ r    	f ŭ ɬʲ    	o w n ɤ ðʲ    	r m o f ɑ̃ tɕ    	cː ĩː ʈ r    		bʱ ɐi r    	r ĩ̟ d    	ʈ n̩ ɐi cː    
78117	-12,7567567567566	33,5135135135144	e̞ lː ts    	tsʰ ɯː â ˀl    æː t e̠ t    	oˀ ȶ cː    	ɯː bʱ r â nː    w ɯː ɛ b̥ ɟ    æː ts n e̠ m    z ɯa ə n m    	lː nː a̤ l̪ˠ ɒː ˀl    	ĩː cː lː r    l̪ˠ ai ˀɣ ȶ    ˀɣ ĩː kʲ l̪ˠ    	r lː u u    χ a̤ r a̤    l̪ˠ ɑ̃ kʲ ai    t u dʲː u    	a̤ ts kˀ    	t aː m    t ə m    	ɔː t̪ f cː    
124164	-6,45045045045028	21,8018018018027	dː aːi ɔ    	ʒ ɛ˞    ɪ̃ d̪ e r    ãː tsʰ e r    e ā ɲ kʰ    	bʲ uɔ ɲ    	n b ɪ o m    	mʲ m ɤ ɯ̃ ʎ pʲ    m̊ ĭ ɔ    ñ ɛ sˤ f ĩ̟ d̪    j r eˑ ɘ t̪ː tɕ    	hː ʝ ãː j    	mʲ d̪ ɯ̃ ɔ    s r u u    rʷ p ɔ ɔ    dʲː a dʲ a    	a ɱ qχ    	r i ɳ    aːu r ʡ    ɯ̃ w cçʰ    	ɔɪ rː s ʂ    f ɔi t̪ dʒʲ    
140144	-33,9279279279278	23,6036036036045	qχ œ ʕ    	e̱ kː e ʐ    iɔ ɗː uː pː    	i f ɸ    	w n e̱ iɔ ˀl    	ŋʷ ä ʌː ʃ dʑ ʕ    	ɗ ɛ̃ː ɗ ɸ    	ɑ̆ ŋʷ xʲ ɨ̠    	ä w ʕ    	xʲ u wː    t iɛ v    	ɒ ʔ j tɕ    
99887	-10,0540540540539	20,4504504504514	i dʱ rʲ    	ɑˑ ʏ dʱ r    ɛ̃ tɕʰ ɔ̱ t͈    o ŋ æ dʷ    eː ʀ    	f i˞ cç    	w ou v̩ ĩ ɡ    	dʱ tː m œː aːi d̪ː    	ɣ ɣ ʊ̃ d̪ː    	aːi dʱ ɣ aːi    	ɑˑ kʼ r    	ou r ɡ    	t̪ː oː l̪ˠ tʼ    f u k k    
118381	-5,99999999999983	15,4954954954964	i s ʔ    	ɔ a̠ s r    tsʲ ə̤ æ̃ m̥    	x oːu bʱ    		g r ʊː m ɑu r    	cː ɛ ʃ r    ʔ ɢ ə kʼ    v a t̪ r    c j ɑ˞ ŋ    	ou dː r oː    	r a̱ r    	r i cː    i r l̥    r ɐ̃ː m    	d yː b i    f j əː b    
141984	-24,0180180180178	15,045045045046	ɐ̃ vʲ rʲ    oi d̥ t    	ʕ a a̤ː r    	pʰ ʏ k    i̠ f dʒ    	rʲ o n ɑˑ nʲ    	ʕ a m çʰ u r    	kː kː œ r    t̪ b ɐi ɭ    	vʲ çʰ a ʌː    ui ˀk n ai    	a rʲ r    	r ỹ ʕ    	tʰ a c c    j ʈ ai ð    
