Lang	Latitude	Longitude	ALL	ASH	BARK	BELLY	BIG	BIRD	BITE	BLACK	BLOOD	BONE	BREAST	BURN	CLAW	CLOUD	COLD	COME	DIE	DOG	DRINK	DRY	EAR	EARTH (SOIL)	EAT	EGG	EYE	FAT (ORGANIC SUBSTANCE)	FEATHER	FIRE	FISH	FLESH OR MEAT	FLY (MOVE THROUGH AIR)	FOOT	FULL	GIVE	GOOD	GREEN	HAIR	HAND	HEAD	HEAR	HEART	HORN (ANATOMY)	HOT OR WARM	I	KILL	KNEE	KNOW (SOMETHING)	LEAF	LIE (REST)	LIVER	LONG	LOUSE	MAN	MANY	MOON	MOUNTAIN	MOUTH	NAME	NECK	NEW	NIGHT	NOSE	NOT	ONE	PERSON	RAINING OR RAIN	RED	ROAD	ROOT	ROUND	SAND	SAY	SEE	SEED	SIT	SKIN	SLEEP	SMALL	SMOKE (EXHAUST)	STAND	STAR	STONE	SUN	SWIM	TAIL	THAT	THIS	THOU	TONGUE	TOOTH	TREE	TWO	WALK	WATER	WE	WHAT	WHITE	WHO	WOMAN	YELLOW
1421	-1,04504504504488	133,963963963965	o h tː ʁʷ a̤ d o    	k u ɸʷ    	t ɔi ⁿts ɒː    	e tː mˠ a̤ ʁʷ    		mˠ u bː    	tʲ a̤ ɸʷ ʈʂ ã d e mˠ    		mˠ ɔ ʁʷ    		ĩ jː o tʃ k    				ɔ r dʒ u mˠ    		ɛi ɸʷ e jː mˠ    		ɐi e d mˠ    	mˠ u u tː mˠ    	mˠ u ɸʷ ɔ mˠ    		ʁʷ tː o eˑ ɹ ɒː    		k ɛi jˀ    	jː e ʁʷ    	u ʐ tʃ    		o jː ɸʷ a̤ mˠ    		u tʃ e jː mˠ    		tʲ ɛi ɸʷ o    		r e jˀ    	ã ʁʷ tː a̤ ɸʷ    	r ɔ tʃ    		r kʼ u o k    	ĩ tː a̤ tʲ jː e mˠ    	o mˠ ɸʷ jː    	jː u ɹ a̤ jˀ    				a tʲ dʒ    		jː tː ã ɹ    	e ʁʷ tʲ ɔ jː mˠ    	mˠ a̤ a ʑ ɸʷ    		jː a̤ tʲ    	ĩ tː k ã k    	jː u kʼ u k    	ʁʷ ɔ    		ɔ ʑ a jˀ    	ɔ tʲ    		ʁʷ ã ʐ ĩː    	u t ʁʷ    		d ĩ o tɕ    		d oi u jˀ    			k tʃ ɛi o    	e̞ t wʲ    		mˠ u jˀ    		f tsˀ ɑ b ɒ ð    	jː tː a jː e mˠ    		tʲ a tː ɒː    	u t͈ ɸʷ o ɔ jː mˠ    	k a tʃ a k    		u tʲ tː jː e mˠ    	ʁʷ u ɸʷ ʈ u jˀ    			r u ʜ jː e mˠ    	mˠ u ʁʷ tː u mˠ    			r a ʁʷ    		a tʲ ʈʂ    	ʈ tː o o t͈ tʲ    					ʁʷ d a̤ o    		k a̤ ⁿdʑ    	kʼ o ɔ ɸʷ    	r ã tː a mˠ    
4338	-3,29729729729713	141,171171171172	h e̱ ⁿts n e̱ rː e̱    		ɬ ɪ ẽ v̥ ɬ    	ʉ ŋ̥ dʒ uɔ ɲ̩    	n æː kʰ u ɭ    	ɬ ʊ̃ ʀ    	h e̱ tʰ ʄ e̱ rː aː̈ tʰ    	aː̈ tʰ ⁿts e̱    	tʰ aː̈ cʰ    	z u e̱ v̩ ɭ    	ũ rː e̱ tʃ ɭ    			n dʲ æː u h    	z w aː̈ u tʰ    	ɑ̃ː ɭ aː̈ ɖ dʲː tʰ    	j ɔ aː̈ ɖ tʰ    	h ɔ    	ɑ̃ː rː aː̈ tʰ    		tʰ u aː̈ dʲː tʰ    		ɑ̃ː rː aː̈ tʰ    	u χ h æː lˀ    	ɔ ɭ z    z w aː̈ u tʰ    	ũ ⁿts ɟ i ɟ    	n a m    		n e̱ ŋː e̱ tʰ    dʲ a tsʼ uɔ ŋ̥    		u tʃ ɖ aː̈ tʰ    	v̩ ɒ aː̈ tʰ    	h dʲ ɪ e̱    	n ɑ̃ː ⁿts ɖ aː̈ tʰ    	z aː̈ z    	ɟ e̱ s e̱ ʄ    	z ɒ tʃ    	tʰ ɪ ʄ    χ u j e̱ rː aː̈ tʰ    	aː̈ n ɬː    	ũ s e̱ h ɖ aː̈ tʰ    		m ʊ̃ v ā pf    	ɔ h    	ɖ ɑ̃ː cʰ    	ʄ ɪ rː e̱ ⁿts ɖ aː̈ tʰ    ɑ̃ː rː aː̈ tʰ    	pː uɔ m    	e̱ n ʄ aː̈ ɖ tʰ    	n ⁿts e̱ rʲ    	ɟ aː̈ h i ɖ tʰ    	ɭ x a˞ ũ ⁿts    	u ʔ æː cʰ    	n e̱ h    			ɒ ɟ    	ɒ h ɣ    	ɣ ʉ a m    	ɒ h    	n ɪ kʰ e̱ cʰ    ʄ ɪ rː e̱ ⁿts ɖ aː̈ tʰ    	ɟ e̱ tsʲ ɛː    		n æː ⁿts u cʰ    	ũ e̱ ɖ z    j ɔ aː̈ ɖ tʰ    		ũ ⁿts ɟ i ɟ    			tʃ ɭ ɔ e̱    	h rː aː̈ e̱ ⁿts    	ɟ dz æː ŋː e̱ aː̈ tʰ    	u tʰ vː    	ɛɪ ɭ h ɖ i tʰ    		j̃ ũ e̱ cʰ    	ɔ h e̱ ⁿts ɖ aː̈ tʰ    			ɭ tʃ ɔ ɔ ɭ    	h æː h u cʰ    	h ⁿts æː rː aː̈ tʰ    	ɟ æː ŋː u ɖ z    			z æː ɖ z aː̈ tʰ    	tʰ æː ɟ u ⁿts tʰ    ɬ ʊ̃ ts r ɛu ɬ    	n e̱ ⁿts e̱ nː ɛː    	s ɔ e̱    	z ɑ̃ː cʰ    	h ɪ ʄ    	h e̱ ɬː    	ɑ t͈ tɕ    	tsʲ ɔ æː    			n e̱ z    	n e̱ rː e̱    	aː̈ ɖ ɟ    	ɭ e̱ lˀ    	v̩ e̱ aː̈ ʄ    	z e̱ ⁿts e̱ tʰ    
6676	-1,49549549549533	131,261261261262	tsʼ ʌː k r ʈː ao ø    	ɖʐ ai g    		ɘ cʰ k ʌː d̥    	g ai ʀˀ ai ɖʐ    	ai cʰ ⁿd    		ɘ cʰ k ʊ    	cʰ ɔ r    		æ tʃ m ʌː ɖʐ    				z ɘ m̩ ai cʰ    	ɖʐ ɛ l̪ m ɘ cʰ    	ə̃ ɘ l̪ m cʰ    	ȵ ao    			ai cʰ l̪ ɘ cʰ    	ɟː ai ai ɟː d̥    	ɛ ʮ ɘ cʰ    		d ai t̪ʰ    	ɘ m r    	b ʌː ʈʂ    		g ʌː l̪ ø cʰ    		ai tʃ ɘ m cʰ    	ɒ pː ʌ r    	ɟː ai l̪ ʊ    	g ɛ k m ɘ cʰ    	z ɘ ɹ    	ɾ ä sʰ ä g    	z ɔ tʃ    	ai cʰ g    		m ɪ̃ m ʄ ɛ r    	ø cʰ l̪ g    	m ai ʌː nʲ ɹ    		m ɛ d̥    	ə̃ l̪ ɖʐ k ʌː tsʷ ɘ cʰ    	ao ɟː ɹ    	m ɪ̃ m ʄ ɛ r    	ø g k x    	ɔ r ɟː m ɘ cʰ    		e e jː n    	g ä ȵ    	ø ʀˀ ɘ g    			ɟː ɘ ɣ    	ao ɣ ɔ ɹ    	ɔ ȵ    ɟː ɛ k i    	g ai ʀˀ ʌː d̥    	ŋ̥ r ø ø    	ɟː ai d̥    	m p e e hʲ    	ʈː æ ø z    			g k ai ai d̥    	ø cʰ ʈː ao g    	k y tʃ ɑ̆    	ai ɟː ŋ̥    	ai k m ʌː l̪ ɘ cʰ    	cʰ ai m    				ə̃ ɟː k ʌː g ɘ cʰ    	ɟː ɛ k i    		ao ɖʐ ao tʃ ɖʐ    	g l̪ ai ai ȵ    	ai k ɟː m ɘ cʰ    ai r k m ɘ cʰ    	ɾ ai ʁ d ai t̪ʰ    		cʰ ai ɘ ʀˀ ⁿd    		cʰ ai r ai k cʰ    	r ʌː k ao nʲ i    	k ə̃ ø    	z ɛ d̥    	ao ɟː ʁ    	ɟː ʌː ⁿd l̪ ø ʮ ɘ cʰ    	qʼ ɑ̆ k ɑ̆ n̪ ɟː    	ŋ̥ ao ã    	ai r k m ɘ cʰ    			ɖʐ ʌː m    			ä ʌ pː g    	p ä ao sʰ ŋ̥    
2903	-5,09909909909893	144,324324324325		ð o l b ɔu ʔ ʏ    	ə̃ k r    g o ⁵ g o ⁵ tsˀ kp a ⁵    	b a̱ ⁵ r a̱ ¹⁵    		m̥ i̥ ɬː    	t ⁵ iː g iː ⁵    	ð l ɔu a ɣʲ ʔ a o sʰ a ʔ i    	k u ⁵ r i ⁵    ŋ a ɾʲ ɔu ŋ b a lː    	ŋ a ɔu ɗ l j a ʋː ŋ a    		l a ŋ ʋː a ɾʲ ʔ ɔu ɔu ɗ k a ɣʲ a ʔ a    	h a r ŋ ɯ̃ m̥    	b u ⁵ u nʲ ⁵    	i k sʲ ə̆    	k ɾʲ a a    	b uː ⁵    	w a ɔu q χː ʏ    	h iˀ ⁵ i r ⁵    		ɾ ə̃ x    	i χ ç    	l̪ a ɔu d̥ ŋ a ʋː ŋ t̪ a ʔ a    		ð b ʊɪ ɔu ʝ ʏ    	k o ʝ i kʷ i    	a ŋ b ɔu lː k ɔu mː ɔu lː k ʏ    	w ɹ ɔu ɣʲ a a ɗ k a    	w ɔu ʝ ɔu z̩ ɔu l    	l̪ a ɾʲ a a ʔ l a ŋ t̪ a ʔ a    	w a mː a l a b a z̩ a ŋ t̪ a ʔ a    		ʊ̃ t    	ɖ a    	w ɔu ð ɔu ɾʲ a ʔ a    	ɲ ə̃ r t ĩː n r ç eˀ s t ãi    	iˀ h ⁵ l b i ⁵ r i ⁵    	d ĩː ç ɾ ə̃ vʲ ãi    	w l ɔu a ɣʲ a    	l̪ aː ŋ t̪ a ʔ a    		o dʰ ə̃ t    		ɗ a ɕ a    	k ɔu a j ŋ l a ŋ t̪ a ʔ a    j o ʔ ʏ    	k iˀ ¹ ŋ ɡ ă ¹    	ɔ̆ d t t ãi    	lː a ʔ a l ʏ    		w o ʔ i lː l i ʔ i    	ð ð ɔu ɔu    	a z̩ o ɕ i ʋː l    	r ɯ̃ ⁿɢ a ʒ    		ɗ a q a ʔ a    	ð ɔu l a q i    		ŋ eˑ m    	ɡ i ¹ t̪ː l̪ ă ¹    	dʲ o ɣʲ a ð ʏ    	ŋ a ɾʲ ɔu ŋ b a lː    	ĩː ɲ x    	t eˀ    	j k a l ʏ    	ɒ a ʂ vː    		ŋ q a a    	d ɑ ç    	l a ʋː ɔu l a ʔ a    	d ɑ χ ə̃ t s    	l ɔu ŋ ʋː a lː    	l̪ a ʝ o lː ð a l l a t̪ ŋ a ʔ a    n ɛ ¹ l ɛ ¹    	w a ɕ a mː a ɕ a ð a ŋ t̪ a ʔ a    	w a ʔ o lː    	l o ɗ k i ɣʲ a    		k iˀ ⁵ t̪ː    	w a kʷ a ʔ a    	ŋ ɔu ɕ ɗ a lː    	l ɔu j o ʔ i ð ŋ a ʔ a    	l a ʔ a l̪ a ɾʲ a    	b ɔu l ʔ ɔu ɔu l ɔu ʔ ʏ    	∼ dʒ ɔ ⁵ çː t̪ː ă ¹    	ɗ a mː ɔu ŋ ð a ʔ a    	ŋ a ɹ kʷ a ʊɪ l a ð i    	ŋ a z̩ a ð a kʷ i    				ũ ɾ mː k    	w ɔu ʋː ɕ a    	ʊɪ a lː ɹ a ʔ a    	w o ɗ k a ɣʲ a ʔ a    	z̩ aˑ ⁵ i nʲ ⁵    	zʲ aː ⁵ ŋ i ⁵    	ɗ a l̪ i    	a mː ɔu l w a    			
7993	-5,99999999999983	147,477477477479	b ɪ ¹ ɛˀ r ¹    		ŋ o ŋ ⁵ o ⁵ k͈ ʈʂʰ i ⁵    	ʈʂʰ ⁵ i˞ ʈː ỹ ¹⁵    	ʈʂʰ oi ¹ k͈ eˀ ¹    x ĭ ¹ r i ¹    					ʈʂʰ eˀ ¹ eˀ k͈ ⁵    	f ɯ ¹ f ɯ ¹    									gʷ b i i tsʲ ei    		l̪ a mˀ ɯ ʈː ɯ w    	l̪ a mˀ n ɯ̆ tɬ ɯ n ˀr ɯ ˀŋ ao    	ˀŋ w ɯ i t͈    		ỹ k͈ ⁵ eˀ ɖ ⁵    			ɾ ¹ e̱ eˀ s ¹    		ŋ i ¹ ç o ¹ k͈    		mˠ ɯa    	ɖ ɯa    ɔː ts    	ʈʂʰ o ¹ ç k͈ o ¹ ʈ    		h ⁵ iˀ k͈ ʈʂʰ eˀ ⁵ k͈ eˀ ⁵    	iˀ ŋ k͈ ¹ ʈʂʰ uɔ ¹    mː iə ¹ b k͈ ũ ¹    	x ¹ œː ŋ    	ỹ k͈ ⁵    		h ɛˀ l ¹ ɛˀ ⁵    			i˞ ts ⁵ ɾ    	ç ⁵ uɔ ç    		mː õ w ¹ f ɛˀ ⁵    						b ɪ ¹ ɛˀ r ¹    	h n iə ¹ d ɪ ⁵    			ỹ k͈ ¹⁵    k͈ é ¹    	ɣ eˀ ¹ ɖ ɾ ɯ ¹    	iˀ mˠ ¹ ʈ    	ŋ eˀ ⁵ ç õ ⁵¹ ∼    	æː ɖ ɖ ¹ ɯ ¹    		f é    	h iˀ ¹⁵ ŋ    	ɯ ⁿtʰ n ⁵ ɛˀ ⁵    			ŋ ¹⁵ ɛ̠ ç    				h n iə ¹ d ɪ ⁵    		ɣ ɔ ¹ k͈ ɔ ⁵    	ŋ i k͈ ¹ i ¹    							l ∼ ɔ ⁵ ç ɖ ɯ ¹    		h iˀ f ⁵ ɯ ¹    				ɾ ɯ ¹ ɯ ʟ ¹    			eˀ h ⁵ ŋ ŋ iˀ ⁵    		iˀ h ⁵ k͈ eˀ ⁵    						i ɣ iˀ ʟ ¹    
7535	-7,80180180180163	140,270270270271		pː ɛˀ ⁵ xː əː ⁵    	ŋ əː ¹ nʷ əː ¹    	ŏ ð ʔʲ    ʊ b ⁵ ŋ̩ ã ¹⁵    		ŋ ʌ ⁵ nʷ ɐ ¹    	t ⁵ ø ø kʼ ⁵    		ŋ əː ⁵ nʷ ʌ ⁵    	ʌ pː ¹ ʌ nʷ ⁵    	f ɛ f ¹ ɛ ¹    k iˀ cʰ i ⁵ ⁵ z ɔ̃ ¹ ɣ    f ã f ¹ ɛ ¹    			pː ⁵ əː nʷ əː ⁵    	a k s a    	æ̃ ŋ ¹    		a m ɺ    		ɓ aʊ ⁵ ɣ    	h iˀ ¹ j ∼ ɛ ¹⁵    	u ŋ̥ m    	w̥ i ∼ ¹⁵    	⁵ pː ṳ nʷ æ̃ ¹⁵    	ʑ ɔː ¹    	m ã ⁵ ɣ ʌ ⁵    	ɑ p n    	d a dʒʰ a ð ɲ    	d eː ¹ ʌ xː ¹    		f ⁵ ʌ nʷ ʌ ⁵ nʷ ʌ ⁵    	ɓ u r    	ɮʲ ɐ̃ː    		o b ¹ ŋ̩ ɣ o ¹ tsʲ    	ɣ a̤ t uɔ    	h iˀ ⁵ m pː ʌ ⁵ nʷ ʌ ⁵    ɑ p n    	ɓ a ¹ n̪ ɓ e ¹    	ɐ ¹ ɓ ŋ    ɓ ɐ ¹ ŋ    		ɳ e̱ s u tɕ    	h ¹ a kʼ a ⁵    			tsʲ u ⁵ j    	ɑi ʃ n ʃ    	u j t t uɔ    	tː uɔ ʐ ɑi ɺ    				tsʲ æ̃ ⁵ ɓ ʌ ⁵    	dz æ t ɣ o ɬː u    				n̪ a ⁵ dz ∼ ɛ ¹    	n ɨ̃ m    	tsʲ ʌ ¹ ɓ d ɛ ¹    		a ɓ ⁵ ʑ œ ⁵¹ ∼    	k ¹⁵ i k    	a ɺ    				⁵ ŋ ʌ ɑi nʷ ⁵¹ j    	ɬ ɑ ʃ    			d iˀ ⁵ d m æ̃ ⁵ xː əː ⁵    		d æ̃ ⁵    	xː ɨ̃ m    	zʲ ø bː ¹ ø ⁵    	ɓ u mˀ ¹ u ¹    	iˀ ŋ ⁵ ɓ    	ɓ e ⁵ t ʌ ⁵ j ɐ ¹ tsʲ    					h iˀ ¹ əː ɓ d ⁵    		ŋ̥ u pʲ m u ŋ̥    	ɔ̃ l̥    			d ɛ ¹ ʋ ɛ ¹    			h ʌ ⁵ ŋ ŋ iˀ ⁵    		h iˀ ¹ j ∼ ɛ ¹⁵    	ð rː e̱ u t    	k iˀ ⁵ n    			ʀˀ ¹ ɐ ʑ    	ʔ eˑ ɾ a ¹    
8145	-9,60360360360343	148,82882882883			bː a̱ ⁵ m b ui ⁵ g ui ⁵    	θ ⁵ ŭ n iɔ ¹⁵    	ɖʱ ɛˀ ¹ kʷ ɛˀ ¹    	bː eː ⁵ ɛ f ¹    ʝ ɛˀ ⁵ kʷ ɛ ¹    			kʷ eː ʃʲ ⁵ i ⁵    		n ɛ ¹ n ɛ ¹    	ɖʱ eː ¹ ɖʱ eː ¹    					tˀ e̠ ⁵    		w̃ ∼ ɘ ¹⁵    						ə̆ ɖʱ ɖʱ ɛ ¹ ¹    		ʝ iː ¹ t ɛˀ dʒ ⁵    	ʝ i ⁵ ɤ̱ ɔ̃ ¹    	d eː ¹ t͈ i ¹    		f i ʃʲ ⁵ ⁵ i ʃʲ i ⁵    		ʂ æ    	nʲ eː ⁵ j    θ ɔː    	ɖʱ ɛ ¹ kʷ j ¹ ɛ t    		bː eː ⁵ m tˀ ⁵ i ʃʲ i ⁵    	kʷ eː ¹ m tˀ y ¹    	ɛˀ tˀ ¹ ŋ    θ ¹ ɔ̃ n̩    	m ɘ ⁵    					nʲ eː ⁵ j    	kʷ eː ¹ f ŋ ɛ ¹    		ʝ iː ¹ t ɛˀ dʒ ⁵    		ʂ ¹ a̱ n̥    					bː eː ¹ eː ɖʱ d ⁵    		tsˀ i ⁵ j ∼ ɛ ¹    	iɔ ʈ ¹⁵    	f i ¹ ɖʱ d ɛ ¹    		kʷ i ⁵ j ɔ̃ ⁵¹ ∼    	ɛˀ θ ¹ θ ɛˀ ¹    		ui tˤ    		f ɘ ⁵ ɖʱ i ⁵    	kʷ i ⁵ ʃʲ ⁵¹ y jː    		¹⁵ ɘ kʷ jː    		d eː ⁵ m d ɘ ⁵ t͈ eː ⁵    			kʷ ɛˀ ⁵ kʷ ɛˀ ⁵ tˀ m eː ⁵    	f ¹ ə ə ʃʲ ⁵    	ʝ ɛˀ ¹ kʷ ɛˀ ¹    	eː kʷ ⁵ ɖʱ    	eː kʷ ⁵ ʂ i ⁵ j ɛˀ ¹ nʲ    						kʷ eː ¹ j ɛˀ ¹ m    	bː eː ⁵ ɛ f ¹    						ʝ i ⁵ ɤ̱ ɔ̃ ¹    			tˀ oː ⁵ t͈ eː ⁵    						ui sʰ eː r̝ ¹    
8252	-2,84684684684668	133,513513513514	q uː pʼ f ʏ mʲ eː    	u f ⁿg    	ɲ f u i    ʔʷ ãː m ɐ ʔʷ    	ŋ̥ æ ʎ aɪ ȶ    	y s r̃ u k    	ʝ ɐ ʃ    	ⁿt ɛ au ŋ̥    	q ĩ f eː    	ãː ŋ̥ ȶ    		æː m tʃ ã ç    		ɲ ʏ f ĩ pʼ pʲ    q ɐ ⁿg    		ãː ʃ h u dʒʰ    	j uː ɲ mʲ ĩ pʲ    		aɪ ȵ    		dʒʰ u ʎ u dʒʰ    	ɪ j ĩ ⁿg    	ɛ f    	ⁿt ɛ au ŋ̥    	ɲ á r̃ oː ȶ    	f ɐ qʼ    	mʲ ĩ gː    	ɑ̆ hʷ ʎ    	b á ȶ oː ɲ    	m ʄ ã ɐ ʔʷ    ɛ t ȶ    		u tʃ mʲ ĩ pʲ    	ãː æ q dʒʰ    	ɐ ɲ ⁿg eː    	b oː f mʲ ĩ pʲ    	k au rː    	ȶ ɑ̆ ɔː ʎ ʄ    	ʃ ĩ tʃ    			ɲ á f mʲ ĩ pʲ    	ŋ̥ ɤ ʈ s    	mʲ á g ʏ qʼ    	b á ȶ oː ɲ    	u mʲ mʲ    	ɐ ⁿg tʲ ʏ f mʲ ĩ pʲ    	ʏ ɲ z    	aː m ʄ m ãː ʔʷ    	ɪ f b g    iɔ dʒʰ ⁿg    ɑ̆ hʷ ʎ    	j ĩ ɲ mʲ ĩ pʲ    			b ʏ ɲ    	ɑ̆ æ g ⁿg    					ɲ ĩ    	b ɐ ʏ j ȶ    	j uː tʼ i    	á ɲ ȶ    	b á f oː ȶ    	mʲ ʌː ɪ ʃ    	b ʏ f    	æː ŋ k ã ç    		q ʏ ɯa ɾ ⁿg    		iː ɬː sʰ    	j á mʲ uː ȶ ĩ pʲ    	q ɑ̆ mʲ    					ʔʷ ãː m ɐ ʔʷ    	j á mʲ uː ȶ ĩ pʲ    	f i tʃ i mʲ    	ɲ á ʈ oː ȶ    i tʃ mʲ ĩ pʲ    		ȶ u ʄ ȵ u rː    	ɲ ĩ d̪    	ĩ gː    	ʃ á z mʲ ĩ pʲ    	q á j f oː pʲ    	pʼ uː f ʏ g i    	ɐ d̪ eː    	ʃ ĩ ia g pʲ    	aɪ bv ʄ    	ɲ ʏ d̪    	tʲ ɑ̆ ʎ ɑ̆ ˀŋ v    m̥ ɑ̆ ɲː ɑ̆ ȵ t    	u ħ ɛ    	j ʌ f mʲ ĩ pʲ    	ʃ á g    s əu ˀj    	ʏ b z    	mʲ pʼ ʏ ɪ    	ĩ pʲ    			ʃ uː f ʏ pʲ    
2654	-7,80180180180163	143,873873873875		b ã̤ː ⁵ ʈ ɑu ⁵    	k o ⁵ k o ⁵ m b u ⁵    	b ⁵ iɔ r i̠ ¹⁵    	b eː ¹ r ɛˀ ¹    	rʲ uɔ g m̩ k œ r ã j    	t o ⁵ k o ⁵    		h æ ⁵ m b ə̆ ⁵ ʐ ə̆ ⁵    	b ɛˀ ¹ r ɛˀ ⁵    	v i ¹ v i ¹    ɯi œ ʈ ʃ    	rʲ eː ¹ rʲ æ ¹    ʝ ⁵ ɪˑ dˤ    	g u ɖʱ ʃ    	⁵ x u r u ⁵    	ⁿd ɒː ⁵ ⁿd    	ɛ̃ r ¹    	a̱ b ⁵    	h iˀ ⁵ rʲ f i ¹    iˀ mː ¹ n ʂ ɑu ⁵    		mː õ ⁵ w    	h æ ¹ ⁿd ∼ ɛ ¹⁵    		ŋ ă ɳ t ɛ n t̪ ɛ bʰ æ    	dʰː eː ¹ k dʰː eː ¹ r ɛˀ ⁵    	b e˞ ⁵    	w ã j    	r u ¹ r u ¹    	ʈ ⁵ u r u ⁵    	d eː ¹ s ɛˀ ¹    w ă ʂ ã t ã tʼ    	s ɛ w ɛ bʰ ɛ t ɛ n t̪ ɛ lˀ æ    	ɛˀ v ⁵ ɛˀ r ⁵ r ɛˀ ⁵    	g u w    	eː t    	rʲ eː    	w ă w ŋ ã ɛ bʰ æ    		w n ă ɳ ɛ tʼ b i ɳ n ɛ tʼ    	mː æ ¹ ʃ b ɒː ¹    m iˀ ¹ m ɟ æ ¹    	b e˞ ¹ k    	z rʲ a j a    	œ ʈ ʃ    	h ɜ l ¹ ɛˀ ⁵    		ɛ ŋ ɳ æ    	w eː ⁵ ⁿd    	ʝ æ ¹ k i dʰː ¹    	ȵ rʲ a j a    	r ɔ ¹ ʋ s ɑ̃ ⁵    		ʃ ɬː ã œ pʲ    	m̩ u w    	dʰː aː ⁵ dʰː i ⁵    	bʲ aː aː    		h æ rʲ d ¹ eː ⁵    iˀ mː ¹ n ʂ ɑu ⁵    		ʃ ⁵ ɛˀ ∼ ⁿd ɛ ¹    	ʃ i̠ ¹⁵    	¹ dʰː ɜ rʲ d ɛ ¹    	t a ¹ w    	r ɑ̃ ⁵ j ɔ̃ ⁵¹ ∼    	ɛ̃ ¹ rʲ rʲ ɛ ¹    	t eː    	f yː    		i̠ dʰː rʲ ⁵ ɛˀ ⁵    	mː ɛˀ ⁵ r ɒː ⁵¹ ⁿd    		k aː ¹⁵ x    	ʃ ɯi ˀŋ ⁵ i ⁵    	d æ ⁵ ʃ d i̠ ⁵ s eː ⁵    	tsʰ uo ¹    	d ɛ̃ ⁵    ŋː œ ⁵    	ʈ ɯi ʃ    	w̥ ʉ ¹ r ʉ ⁵    	k u ¹ r u ¹    	mː æ ⁵ rʲ    		k i ⁵ ɬ ɔ̃ ⁵¹ ∼    iˀ lˠ ʎ ¹ b āː ¹    				ⁿd ∼ ⁵ õ ⁿd rʲ ɛ ¹    	mː eː ¹ ⁿd e˞ ¹ ʃ    	h iˀ ⁵ f ɛ ¹    					ɯ n m    	m̩ œ rʲ ɖʱ ɬː ɯi u    	h ɜ k ⁵ æ mː ⁵    		h ⁵ æ r ɛˀ ⁵    mː iˀ r ⁵ i ⁵    			h iˀ ¹ rʲ d u ⁵    	k i ⁵ ⁿd ɔ̃ ⁵¹ ∼    	w ¹ ɯ sʲ    	dʰː ɔː l æ ¹    
5828	-7,80180180180163	139,819819819821	h a r g ɨ̠ ɽ ɑː    	ɑ t t dzʱ ũ dzʱ    	k ou r    	æː χ m    	u ɓ    	t e̠ lˠ ɬ ŋ eː qʼ ɨ̃ ʔ    	ʮ æː s r i    ɑ t t dzʱ ũ dzʱ    	mː æ̃ t eː    	wʲ ɑ r    	æː ɬ wʲ    	ũː s eː p    			χ ou ɬ s i    	l ao w əi lˠ    	j χ æː ou s s i    	χ ou ɬ s i    	m a ʮ    a m p    	mˠ i s i    	s æː r ou ɓ    	p ũ ɬ    	ɑi l l̥    	ɬ ũː s i    	ʮ ɑ kʷ i    	ũː s ɓ    	k eˀ ŋˑ ɨ̃ kʷ i    	mː au rʲ    	s ɑ tɕʰ    	ɑ χ ʀ    	ŋ ʊ̃ s ʊ̃ ʊ̃ ɕ͈ m ʊ̃ n d ʊ̃ r ʊ̃    	ʮ ɑ r ɬ ou s i    		s ũː mː    	ɛ˞ ɕ    	w ũ m    	wʲ æː s s i    	æː χ s æː χ    	l a̠ d̪    	æː χ    		s eˀ ɕ͈ ɨ̃ r m i r i    	æː s ou tɕʰ    		ɓ a    	w u ⁵ lʲ    	wʲ ou m wʲ    	b ʌ m r̥ ɑː lˠ    	aː l β ou tɕʰ    		e̠ b tʲ eː r    		ʊ̃ gʷ tɬ eˀ θ ɨ̃ lˠ    a m p    			dː ɑː    	i mˠ k i    	u ŋ ũ ɬ    	m ũː ɓ    	s ou β a mː    	j ɬ i ou ʮ    		æː ɲ ʀ    	e˞ nː    	i    			wʲ ɑ r s i    	au ʔ b    	ɬ ũː r    	j ɐ ŋ s ɑː    	i χ wʲ    	j eː s n̩ n̩ e˞ ɪ    	qχː a ʄ b    		æː ɽ ou s s i    	ũː ɬ ʮ æː tɬ ou ɓ    k ou r    	æː ɬ s i    	k ʌ tʃ ʌ nʲ    ʔ oː    	ʮ ɑ ou s ŋ    		dː ɑi r̥ u d z̩    	m ou ŋ    	χ ou s ɬ    	χ æː kʷ i s i    	mː s au i    		e˞ s ɑː    		ɲ ou a ɬ ɓ    	ʮ ɐ ŋ k    	j ɑ χ    	k ou tɕʰ    		j i ŋ k    	m ɑ ŋ    	ɑ m j    	c ɹ o ã    	χ æː j    	i ɽ i    	wʲ m æː i    
